label,pc1,pc2,Net
pool,1.4287004683968458,-0.8302452682440845,"[7, 5, 2, 2, 7, 2, 0, 4, 5, 4, 4, 6, 2, 5, 0, 2, 2, 0, 0, 3, 6, 3, 7, 1, 3, 3, 2, 6]"
pool,2.061311920128972,-0.15131210334803913,"[7, 3, 3, 2, 5, 7, 6, 7, 5, 2, 0, 1, 7, 6, 5, 4, 6, 1, 1, 7, 6, 7, 6, 2, 1, 2, 2, 7]"
pool,-0.4053192926380734,0.5480435000624468,"[1, 4, 5, 0, 3, 6, 7, 2, 5, 6, 2, 3, 2, 5, 4, 4, 3, 0, 5, 1, 5, 6, 4, 3, 3, 6, 0, 1]"
pool,-0.0765937479009074,0.15251138227844271,"[5, 2, 4, 3, 5, 7, 5, 3, 1, 2, 2, 5, 2, 2, 4, 7, 6, 6, 5, 2, 7, 2, 4, 0, 3, 3, 5, 1]"
pool,-0.049806652903494175,0.6401266452329151,"[6, 4, 5, 4, 6, 6, 6, 7, 1, 7, 4, 4, 6, 6, 1, 3, 0, 5, 1, 1, 6, 0, 6, 0, 4, 1, 6, 6]"
pool,0.7438248079544004,-2.9072387438431395,"[6, 2, 3, 4, 2, 0, 5, 5, 2, 7, 7, 0, 4, 3, 0, 7, 5, 0, 7, 0, 6, 0, 0, 6, 6, 2, 6, 3]"
pool,1.0390757799895365,-1.1654770783425346,"[2, 2, 3, 1, 0, 6, 2, 2, 4, 4, 5, 3, 3, 6, 7, 0, 7, 1, 4, 4, 3, 0, 1, 3, 4, 7, 5, 2]"
pool,1.0916073653051654,0.5253077758924306,"[6, 7, 2, 4, 6, 7, 5, 2, 5, 1, 2, 5, 7, 4, 7, 0, 6, 6, 7, 7, 7, 3, 3, 3, 2, 3, 0, 2]"
pool,0.583071022812904,2.5157930398369266,"[1, 3, 7, 6, 3, 7, 3, 1, 5, 1, 1, 3, 3, 5, 2, 1, 6, 7, 5, 3, 5, 0, 6, 0, 0, 6, 1, 7]"
pool,1.9231880976657327,-0.5711769857427429,"[7, 3, 4, 0, 3, 2, 5, 7, 3, 7, 6, 7, 1, 5, 2, 6, 3, 6, 4, 4, 6, 2, 7, 7, 4, 0, 6, 7]"
pool,1.100338860348241,-0.9114626699376289,"[3, 6, 1, 7, 3, 0, 2, 3, 5, 1, 7, 6, 3, 7, 2, 7, 2, 4, 6, 5, 3, 2, 4, 4, 5, 4, 4, 4]"
pool,-1.1911384637465314,0.38457814991555755,"[5, 6, 0, 2, 0, 5, 6, 2, 4, 1, 0, 7, 5, 2, 5, 1, 7, 6, 7, 2, 1, 3, 4, 4, 6, 7, 7, 4]"
pool,-1.2597803395528764,0.029397688186093503,"[1, 1, 5, 1, 3, 1, 3, 1, 0, 6, 6, 4, 4, 7, 6, 7, 0, 3, 4, 1, 1, 7, 6, 4, 7, 4, 5, 3]"
pool,0.769652035732634,0.7325024270593721,"[5, 6, 4, 4, 5, 2, 2, 5, 3, 4, 5, 6, 1, 3, 4, 7, 5, 0, 7, 1, 7, 2, 2, 7, 2, 5, 7, 5]"
pool,-1.568100303540432,-2.3650945701763417,"[0, 2, 7, 5, 5, 3, 7, 0, 4, 3, 2, 4, 2, 0, 1, 0, 4, 4, 4, 2, 2, 7, 3, 4, 6, 2, 3, 4]"
pool,1.8224394786184783,-1.3624486974875327,"[3, 5, 1, 6, 1, 3, 5, 5, 3, 4, 0, 0, 4, 7, 3, 1, 5, 6, 1, 4, 3, 4, 6, 2, 1, 6, 1, 2]"
pool,2.255206250938723,-0.05000453754505717,"[3, 5, 7, 1, 3, 7, 7, 3, 6, 0, 2, 6, 2, 5, 4, 2, 3, 3, 1, 4, 1, 3, 0, 0, 4, 5, 0, 5]"
pool,0.9328186524920209,3.2485302402641563,"[6, 1, 1, 2, 1, 1, 2, 1, 6, 0, 6, 5, 4, 1, 7, 2, 2, 7, 0, 6, 1, 7, 2, 5, 0, 1, 7, 1]"
pool,-1.8602859257742752,-1.8856294731624446,"[0, 3, 1, 4, 2, 2, 7, 2, 7, 1, 2, 6, 4, 0, 1, 7, 0, 0, 2, 4, 0, 7, 0, 5, 6, 2, 2, 6]"
pool,1.4644743810531213,-0.5148761154340106,"[7, 6, 6, 7, 7, 2, 5, 1, 4, 0, 0, 4, 7, 6, 0, 4, 0, 6, 7, 1, 5, 3, 7, 0, 7, 1, 3, 7]"
pool,0.39980297221584055,1.005696555122002,"[1, 1, 2, 2, 7, 2, 4, 2, 6, 5, 0, 5, 6, 0, 7, 4, 1, 7, 5, 3, 7, 6, 0, 2, 1, 2, 7, 7]"
pool,-2.0862746643605994,0.12786812144510037,"[4, 3, 6, 7, 2, 4, 2, 3, 7, 7, 3, 4, 1, 7, 4, 4, 2, 0, 3, 5, 4, 1, 4, 2, 6, 0, 5, 6]"
pool,-0.9988661670863191,-1.3589209948747696,"[6, 2, 6, 4, 7, 1, 6, 7, 6, 4, 6, 4, 4, 1, 6, 0, 0, 4, 3, 6, 0, 5, 4, 6, 5, 4, 5, 5]"
pool,0.17378854270226743,0.3637454756787152,"[3, 2, 7, 5, 3, 5, 5, 0, 4, 1, 7, 7, 4, 0, 0, 1, 4, 4, 5, 1, 4, 7, 7, 2, 1, 7, 6, 4]"
pool,-0.24989233901371058,-0.7986485857674599,"[7, 1, 1, 5, 7, 0, 2, 5, 1, 5, 7, 5, 3, 2, 1, 5, 0, 4, 7, 2, 0, 1, 1, 0, 5, 4, 1, 0]"
pool,-2.4484017037999743,0.8373671635035194,"[0, 1, 5, 2, 6, 5, 1, 0, 7, 0, 6, 0, 4, 3, 3, 4, 2, 1, 1, 5, 6, 4, 4, 5, 5, 4, 1, 0]"
pool,-3.0817994630228522,-0.4339385820387667,"[0, 2, 0, 2, 0, 2, 1, 7, 1, 2, 0, 4, 1, 0, 5, 1, 6, 4, 7, 4, 1, 4, 5, 2, 0, 3, 0, 4]"
pool,-2.223471306997965,0.947399876859827,"[0, 7, 5, 0, 6, 2, 5, 7, 4, 6, 2, 5, 3, 5, 5, 6, 3, 2, 6, 1, 3, 5, 3, 7, 4, 7, 4, 5]"
pool,1.4229451038386955,0.2138718392037374,"[7, 3, 2, 5, 5, 4, 5, 1, 4, 2, 7, 0, 7, 2, 7, 4, 3, 2, 5, 7, 4, 5, 3, 5, 7, 6, 7, 2]"
